* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
1112, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1113, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1114, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1115, none, terralith:cold_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
1116, none, terralith:cold_shrubland, CREATURE, minecraft:pig, 10, 4, 4
1117, none, terralith:cold_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
1118, none, terralith:cold_shrubland, CREATURE, minecraft:cow, 10, 4, 4
1119, none, terralith:cold_shrubland, CREATURE, minecraft:horse, 10, 1, 3
1120, none, terralith:cold_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
1121, none, terralith:cold_shrubland, CREATURE, minecraft:wolf, 10, 4, 4
1122, none, terralith:cold_shrubland, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1123, none, terralith:cold_shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
1124, none, terralith:cold_shrubland, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1125, none, terralith:cold_shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
1126, none, terralith:cold_shrubland, CREATURE, alexsmobs:bison, 10, 6, 10
1127, none, terralith:cold_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1128, none, terralith:cold_shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
1129, none, terralith:cold_shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1130, none, terralith:cold_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1131, none, terralith:cold_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1132, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1133, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1134, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1135, nether, minecraft:crimson_forest, MONSTER, rats:demon_rat, 15, 1, 1
1136, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
1137, nether, minecraft:crimson_forest, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
1138, nether, minecraft:crimson_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1139, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
1140, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
1141, nether, minecraft:crimson_forest, CREATURE, alexsmobs:laviathan, 15, 1, 1
1142, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
1143, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
1144, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1145, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1146, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
1147, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
1148, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
1149, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1150, forest, minecraft:dark_forest, MONSTER, embers:ancient_golem, 15, 1, 1
1151, forest, minecraft:dark_forest, MONSTER, rats:pied_piper, 25, 1, 1
1152, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1153, forest, minecraft:dark_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1154, forest, minecraft:dark_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1155, forest, minecraft:dark_forest, MONSTER, iceandfire:troll, 40, 1, 3
1156, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1157, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1158, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1159, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1160, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 2, 2
1161, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 2, 2
1162, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 2, 2
1163, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 2, 2
1164, forest, minecraft:dark_forest, CREATURE, hexerei:crow, 20, 2, 5
1165, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
1166, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:ferret, 10, 2, 3
1167, forest, minecraft:dark_forest, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
1168, forest, minecraft:dark_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1169, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1170, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1171, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1172, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1173, forest, minecraft:dark_forest, CREATURE, alexsmobs:potoo, 15, 1, 1
1174, forest, minecraft:dark_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
1175, forest, minecraft:dark_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1176, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
1177, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1178, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1179, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1180, forest, minecraft:dark_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1181, forest, minecraft:dark_forest, RATS_RATS, rats:rat, 80, 1, 3
1182, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1183, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1184, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1185, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1186, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1187, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1188, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1189, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1190, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1191, ocean, minecraft:deep_cold_ocean, MONSTER, embers:ancient_golem, 15, 1, 1
1192, ocean, minecraft:deep_cold_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1193, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1194, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1195, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1196, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1197, ocean, minecraft:deep_cold_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1198, ocean, minecraft:deep_cold_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
1199, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1200, ocean, minecraft:deep_cold_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1201, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1202, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1203, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1204, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1205, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1206, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1207, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1208, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1209, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1210, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1211, none, minecraft:deep_dark, MONSTER, alexsmobs:farseer, 30, 1, 1
1212, none, minecraft:deep_dark, MONSTER, alexsmobs:skreecher, 10, 1, 1
1213, none, minecraft:deep_dark, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1214, none, minecraft:deep_dark, AMBIENT, alexsmobs:fly, 10, 2, 3
1215, none, minecraft:deep_dark, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1216, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1217, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1218, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1219, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1220, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1221, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1222, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1223, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1224, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1225, ocean, minecraft:deep_frozen_ocean, MONSTER, embers:ancient_golem, 15, 1, 1
1226, ocean, minecraft:deep_frozen_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1227, ocean, minecraft:deep_frozen_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1228, ocean, minecraft:deep_frozen_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1229, ocean, minecraft:deep_frozen_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1230, ocean, minecraft:deep_frozen_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1231, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1232, ocean, minecraft:deep_frozen_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1233, ocean, minecraft:deep_frozen_ocean, CREATURE, alexsmobs:seal, 20, 3, 8
1234, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1235, ocean, minecraft:deep_frozen_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1236, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1237, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1238, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
1239, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1240, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1241, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1242, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1243, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1244, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 10, 2, 3
1245, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1246, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1247, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1248, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1249, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1250, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1251, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1252, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1253, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1254, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1255, ocean, minecraft:deep_lukewarm_ocean, MONSTER, embers:ancient_golem, 15, 1, 1
1256, ocean, minecraft:deep_lukewarm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1257, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1258, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1259, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1260, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1261, ocean, minecraft:deep_lukewarm_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1262, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1263, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1264, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1265, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1266, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1267, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1268, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1269, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1270, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1271, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1272, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1273, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
1274, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1275, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1276, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1277, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1278, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1279, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1280, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1281, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1282, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1283, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1284, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1285, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1286, ocean, minecraft:deep_ocean, MONSTER, embers:ancient_golem, 15, 1, 1
1287, ocean, minecraft:deep_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1288, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1289, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1290, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1291, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1292, ocean, minecraft:deep_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1293, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1294, ocean, minecraft:deep_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1295, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1296, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1297, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1298, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1299, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1300, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 10, 1, 2
1301, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1302, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
1303, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 10, 1, 1
1304, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1305, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1306, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_centipede, 10, 1, 4
1307, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_snapper, 11, 3, 6
1308, none, deeperdarker:deeplands, MONSTER, deeperdarker:shattered, 10, 2, 4
1309, none, deeperdarker:deeplands, MONSTER, minecraft:phantom, 10, 1, 2
1310, none, deeperdarker:deeplands, MONSTER, alexsmobs:farseer, 30, 1, 1
1311, none, deeperdarker:deeplands, MONSTER, alexsmobs:skreecher, 10, 1, 1
1312, desert, minecraft:desert, MONSTER, minecraft:spider, 80, 4, 4
1313, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
1314, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
1315, desert, minecraft:desert, MONSTER, minecraft:skeleton, 80, 4, 4
1316, desert, minecraft:desert, MONSTER, minecraft:creeper, 80, 4, 4
1317, desert, minecraft:desert, MONSTER, minecraft:slime, 80, 4, 4
1318, desert, minecraft:desert, MONSTER, minecraft:enderman, 5, 1, 4
1319, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
1320, desert, minecraft:desert, MONSTER, minecraft:husk, 80, 4, 4
1321, desert, minecraft:desert, MONSTER, embers:ancient_golem, 15, 1, 1
1322, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1323, desert, minecraft:desert, MONSTER, alexsmobs:guster, 35, 1, 2
1324, desert, minecraft:desert, MONSTER, alexsmobs:farseer, 30, 1, 1
1325, desert, minecraft:desert, MONSTER, alexsmobs:murmur, 10, 1, 1
1326, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1327, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1328, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1329, desert, minecraft:desert, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1330, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
1331, desert, minecraft:desert, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1332, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1333, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1334, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
1335, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
1336, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 10, 2, 3
1337, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1338, desert, minecraft:desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
1339, desert, minecraft:desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
1340, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1341, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1342, desert, minecraft:desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
1343, desert, minecraft:desert, RATS_RATS, rats:rat, 80, 1, 3
1344, none, terralith:desert_canyon, MONSTER, minecraft:spider, 80, 4, 4
1345, none, terralith:desert_canyon, MONSTER, minecraft:zombie, 19, 4, 4
1346, none, terralith:desert_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
1347, none, terralith:desert_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
1348, none, terralith:desert_canyon, MONSTER, minecraft:creeper, 80, 4, 4
1349, none, terralith:desert_canyon, MONSTER, minecraft:slime, 80, 4, 4
1350, none, terralith:desert_canyon, MONSTER, minecraft:enderman, 5, 1, 4
1351, none, terralith:desert_canyon, MONSTER, minecraft:witch, 5, 1, 1
1352, none, terralith:desert_canyon, MONSTER, minecraft:husk, 80, 4, 4
1353, none, terralith:desert_canyon, MONSTER, embers:ancient_golem, 15, 1, 1
1354, none, terralith:desert_canyon, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1355, none, terralith:desert_canyon, MONSTER, alexsmobs:guster, 35, 1, 2
1356, none, terralith:desert_canyon, MONSTER, alexsmobs:farseer, 30, 1, 1
1357, none, terralith:desert_canyon, MONSTER, alexsmobs:murmur, 10, 1, 1
1358, none, terralith:desert_canyon, MONSTER, iceandfire:troll, 40, 1, 3
1359, none, terralith:desert_canyon, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1360, none, terralith:desert_canyon, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1361, none, terralith:desert_canyon, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1362, none, terralith:desert_canyon, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1363, none, terralith:desert_canyon, CREATURE, minecraft:rabbit, 10, 2, 3
1364, none, terralith:desert_canyon, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1365, none, terralith:desert_canyon, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1366, none, terralith:desert_canyon, CREATURE, alexsmobs:sunbird, 10, 1, 1
1367, none, terralith:desert_canyon, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1368, none, terralith:desert_canyon, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
1369, none, terralith:desert_canyon, CREATURE, iceandfire:hippogryph, 10, 1, 1
1370, none, terralith:desert_canyon, AMBIENT, minecraft:bat, 10, 8, 8
1371, none, terralith:desert_canyon, AMBIENT, alexsmobs:fly, 10, 2, 3
1372, none, terralith:desert_canyon, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1373, none, terralith:desert_canyon, AMBIENT, alexsmobs:jerboa, 12, 1, 3
1374, none, terralith:desert_canyon, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
1375, none, terralith:desert_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1376, none, terralith:desert_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1377, none, terralith:desert_canyon, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
1378, desert, terralith:desert_oasis, MONSTER, minecraft:spider, 80, 4, 4
1379, desert, terralith:desert_oasis, MONSTER, minecraft:zombie, 19, 4, 4
1380, desert, terralith:desert_oasis, MONSTER, minecraft:zombie_villager, 10, 1, 1
1381, desert, terralith:desert_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
1382, desert, terralith:desert_oasis, MONSTER, minecraft:creeper, 80, 4, 4
1383, desert, terralith:desert_oasis, MONSTER, minecraft:slime, 80, 4, 4
1384, desert, terralith:desert_oasis, MONSTER, minecraft:enderman, 5, 1, 4
1385, desert, terralith:desert_oasis, MONSTER, minecraft:witch, 5, 1, 1
1386, desert, terralith:desert_oasis, MONSTER, minecraft:husk, 80, 4, 4
1387, desert, terralith:desert_oasis, MONSTER, embers:ancient_golem, 15, 1, 1
1388, desert, terralith:desert_oasis, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1389, desert, terralith:desert_oasis, MONSTER, alexsmobs:farseer, 30, 1, 1
1390, desert, terralith:desert_oasis, MONSTER, alexsmobs:murmur, 10, 1, 1
1391, desert, terralith:desert_oasis, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1392, desert, terralith:desert_oasis, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1393, desert, terralith:desert_oasis, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1394, desert, terralith:desert_oasis, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1395, desert, terralith:desert_oasis, CREATURE, minecraft:rabbit, 10, 2, 3
1396, desert, terralith:desert_oasis, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
1397, desert, terralith:desert_oasis, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1398, desert, terralith:desert_oasis, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1399, desert, terralith:desert_oasis, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
1400, desert, terralith:desert_oasis, AMBIENT, minecraft:bat, 10, 8, 8
1401, desert, terralith:desert_oasis, AMBIENT, alexsmobs:fly, 10, 2, 3
1402, desert, terralith:desert_oasis, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1403, desert, terralith:desert_oasis, AMBIENT, alexsmobs:jerboa, 12, 1, 3
1404, desert, terralith:desert_oasis, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
1405, desert, terralith:desert_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1406, desert, terralith:desert_oasis, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1407, desert, terralith:desert_oasis, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
